Hersteller,Typ,Code,Suchbegriffe,Fehler,Ursache,Info,Weitere,Kategorie,Link,TypBild,Details,Modal,ID,,,CsvVersion
Gilgen,SL-35,E1201,1201,Relaisprint Fehler.,"Relaisprint montieren.<br>
Kontrolle der Relaisprint Montage.<br>
Relaisprint ersetzen.<br>
Falls gewünscht, Relaisprint via Menü abmelden.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10264,,,
Gilgen,SL-35,E1202,1202,Interface Fehler.,"Interface kontrollieren.<br>
Reboot durchführen.<br>
CAN Kabel und Anschlusswiderstände kontrollieren.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10265,,,
Gilgen,SL-35,E1203,1203,24 V Extern nicht mit Interface verbunden.,"Kabel kontrollieren.<br>
24 V mit Interface verbinden.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10266,,,
Gilgen,SL-35,E1204,1204,Strom zu hoch.,"CAN Kabel kontrollieren.<br>
Interface ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10267,,,
Gilgen,SL-35,E1301...E1393,"1301, 1302, 1303, 1304, 1305, 1306, 1307, 1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328, 1329, 1330, 1331, 1332, 1333, 1334, 1335, 1336, 1337, 1338, 1339, 1340, 1341, 1342, 1343, 1344, 1345, 1346, 1347, 1348, 1349, 1350, 1351, 1352, 1353, 1354, 1355, 1356, 1357, 1358, 1359, 1360, 1361, 1362, 1363, 1364, 1365, 1366, 1367, 1368, 1369, 1370, 1371, 1372, 1373, 1374, 1375, 1376, 1377, 1378, 1379, 1380, 1381, 1382, 1383, 1384, 1385, 1386, 1387, 1388, 1389, 1390, 1391, 1392, 1393, E1301, E1302, E1303, E1304, E1305, E1306, E1307, E1308, E1309, E1310, E1311, E1312, E1313, E1314, E1315, E1316, E1317, E1318, E1319, E1320, E1321, E1322, E1323, E1324, E1325, E1326, E1327, E1328, E1329, E1330, E1331, E1332, E1333, E1334, E1335, E1336, E1337, E1338, E1339, E1340, E1341, E1342, E1343, E1344, E1345, E1346, E1347, E1348, E1349, E1350, E1351, E1352, E1353, E1354, E1355, E1356, E1357, E1358, E1359, E1360, E1361, E1362, E1363, E1364, E1365, E1366, E1367, E1368, E1369, E1370, E1371, E1372, E1373, E1374, E1375, E1376, E1377, E1378, E1379, E1380, E1381, E1382, E1383, E1384, E1385, E1386, E1387, E1388, E1389, E1390, E1391, E1392, E1393",CONTROL PANEL Fehler.,"CONTROL PANEL kontrollieren.<br>
Reboot durchführen.<br>
CONTROL PANEL abmelden, ausstecken und wieder einstecken.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10268,,,
Gilgen,SL-35,E1400,1400,Verriegelungs oder Entriegelungsfehler.,"CARLOCK kontrollieren.<br>
Verriegelungsmechanik kontrollieren.<br>
FLUVERI-A: .<br>
- Schalterstellung kontrollieren.<br>
- Freilauf Schließzylinder kontrollieren.<br>",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10269,,,
Gilgen,SL-35,E1401,1401,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10270,,,
Gilgen,SL-35,E1402,1402,Verriegelungs oder Entriegelungsfehler.,"CARLOCK kontrollieren.<br>
Verriegelungsmechanik kontrollieren.<br>
FLUVERI-A: .<br>
- Schalterstellung kontrollieren.<br>
- Freilauf Schließzylinder kontrollieren.<br>",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10271,,,
Gilgen,SL-35,E1403,1403,Verriegelungs oder Entriegelungsfehler.,"CARLOCK kontrollieren.<br>
Verriegelungsmechanik kontrollieren.<br>
FLUVERI-A: .<br>
- Schalterstellung kontrollieren.<br>
- Freilauf Schließzylinder kontrollieren.<br>",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10272,,,
Gilgen,SL-35,E1404,1404,CARLOCK Fehler.,"CARLOCK kontrollieren.<br>
Reboot durchführen.<br>
CARLOCK abmelden, ausstecken und wieder einstecken.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10273,,,
Gilgen,SL-35,E1405,1405,CARLOCK Fehler.,"CARLOCK kontrollieren.<br>
Reboot durchführen.<br>
CARLOCK abmelden, ausstecken und wieder einstecken.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10274,,,
Gilgen,SL-35,E1410,1410,CARLOCK-FS Energiespeicher ungenügend.,Energiespeicher ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10275,,,
Gilgen,SL-35,E1411,1411,CARLOCK-FS Energiespeicher ungenügend.,Energiespeicher ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10276,,,
Gilgen,SL-35,E1420,1420,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10277,,,
Gilgen,SL-35,E1421,1421,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10278,,,
Gilgen,SL-35,E1422,1422,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10279,,,
Gilgen,SL-35,E1423,1423,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10280,,,
Gilgen,SL-35,E1424,1424,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10281,,,
Gilgen,SL-35,E1425,1425,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10282,,,
Gilgen,SL-35,E1426,1426,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10283,,,
Gilgen,SL-35,E1427,1427,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10284,,,
Gilgen,SL-35,E1428,1428,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10285,,,
Gilgen,SL-35,E1429,1429,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10286,,,
Gilgen,SL-35,E1430,1430,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10287,,,
Gilgen,SL-35,E1431,1431,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10288,,,
Gilgen,SL-35,E1432,1432,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10289,,,
Gilgen,SL-35,E1433,1433,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10290,,,
Gilgen,SL-35,E1434,1434,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10291,,,
Gilgen,SL-35,E1435,1435,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10292,,,
Gilgen,SL-35,E1436,1436,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10293,,,
Gilgen,SL-35,E1437,1437,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10294,,,
Gilgen,SL-35,E1438,1438,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10295,,,
Gilgen,SL-35,E1439,1439,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10296,,,
Gilgen,SL-35,E1440,1440,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10297,,,
Gilgen,SL-35,E1441,1441,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10298,,,
Gilgen,SL-35,E1442,1442,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10299,,,
Gilgen,SL-35,E1443,1443,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10300,,,
Gilgen,SL-35,E1444,1444,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10301,,,
Gilgen,SL-35,E1445,1445,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10302,,,
Gilgen,SL-35,E1446,1446,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10303,,,
Gilgen,SL-35,E1447,1447,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10304,,,
Gilgen,SL-35,E1448,1448,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10305,,,
Gilgen,SL-35,E1449,1449,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10306,,,
Gilgen,SL-35,E1450,1450,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10307,,,
Gilgen,SL-35,E1451,1451,CARLOCK Fehler.,CARLOCK ersetzen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10308,,,
Gilgen,SL-35,E1500,1500,Mehr als 5 Hindernisse.,Hindernis entfernen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10309,,,
Gilgen,SL-35,E1510,1510,Zu viele Riemensprünge detektiert.,"Riemenspannung kontrollieren.<br>
Motor und Getriebe kontrollieren.<br>
Tür auf Leichtgängigkeit kontrollieren.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10310,,,
Gilgen,SL-35,E1601,1601,Temperatursensor auf Steuerung misst eine Umgebungstemperatur von mehr als 81 °C,Abkühlen lassen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10311,,,
Gilgen,SL-35,E1602,1602,Temperatursensor auf Steuerung misst eine Umgebungstemperatur von mehr als 81 °C,Abkühlen lassen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10312,,,
Gilgen,SL-35,E1611,1611,Temperatursensor auf Steuerung misst eine MotortreiberTemperatur von mehr als 75 °C,Abkühlen lassen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10313,,,
Gilgen,SL-35,E1612,1612,Temperatursensor auf Steuerung misst eine MotortreiberTemperatur von mehr als 75 °C,Abkühlen lassen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10314,,,
Gilgen,SL-35,E1701,1701,Motortemperatur ist nicht überwacht.,Motor Verbindungen kontrollieren.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10315,,,
Gilgen,SL-35,E1702,1702,"Motortemperatur >74 °C<br>
Offenhaltezeit wird erhöht.","Nur Warnung.<br>
Abkühlen lassen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10316,,,
Gilgen,SL-35,E1703,1703,"Motortemperatur >120 °C<br>
Letzte Aktion analog Batteriebetrieb.","Abkühlen lassen.<br>
Bei <117 °C wird der Fehler gelöscht.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10317,,,
Gilgen,SL-35,E1901,1901,Speisungs Fehler Sicherheitselement 24 V,"Sensor kontrollieren / austauschen.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10318,,,
Gilgen,SL-35,E2001,2001,Klemmesensor Test (SER1 / SER2 Testfehler) beim Schließen ist nicht erfolgreich. Kurzschluss gegen Ground (GND) oder zu lange Einschaltzeit. Aktion gemäss Einstellungen Menü Konfiguration.,Sensor kontrollieren / austauschen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10319,,,
Gilgen,SL-35,E2002,2002,Klemmesensor Test (SER1 / SER2 Testfehler) beim Schließen ist nicht erfolgreich. Kurzschluss gegen Ground (GND) oder zu lange Einschaltzeit. Aktion gemäss Einstellungen Menü Konfiguration.,Sensor kontrollieren / austauschen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10320,,,
Gilgen,SL-35,E2101,2101,Klemmesensor Test (SES1 / SES2 Testfehler) beim Schließen ist nicht erfolgreich. Kurzschluss gegen Ground (GND) oder zu lange Einschaltzeit. Aktion gemäss Einstellungen Menü Konfiguration.,Sensor kontrollieren / austauschen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10321,,,
Gilgen,SL-35,E2102,2102,Klemmesensor Test (SES1 / SES2 Testfehler) beim Schließen ist nicht erfolgreich. Kurzschluss gegen Ground (GND) oder zu lange Einschaltzeit. Aktion gemäss Einstellungen Menü Konfiguration.,Sensor kontrollieren / austauschen.,,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10322,,,
Gilgen,SL-35,E3000,3000,"Netzspannungs Fehler.<br>
32 VDC Fehler.<br>
Schaltnetzteil defekt.","Netz kontrollieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10323,,,
Gilgen,SL-35,E3001,3001,"Netzspannungs Fehler.<br>
32 VDC Fehler.<br>
Schaltnetzteil defekt.","Netz kontrollieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10324,,,
Gilgen,SL-35,E3002,3002,"Netzspannungs Fehler.<br>
32 VDC Fehler.<br>
Schaltnetzteil defekt.","Netz kontrollieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10325,,,
Gilgen,SL-35,E3003,3003,"Netzspannungs Fehler.<br>
32 VDC Fehler.<br>
Schaltnetzteil defekt.","Netz kontrollieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10326,,,
Gilgen,SL-35,E3004,3004,"Netzspannungs Fehler.<br>
32 VDC Fehler.<br>
Schaltnetzteil defekt.","Netz kontrollieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10327,,,
Gilgen,SL-35,E3101,3101,"24 VDC Fehler.<br>
Externe Komponenten.","Externe Last (24 V) reduzieren.<br>
Steuerung ersetzen.",,,,"
<a href=""https://media.gilgendoorsystems.com/download/lAXlnJLLnQhh"" target=""_blank""style=""color: var(--fg);"">SL35 Betreiberhandbuch</a>",images/typen/sl-35.png,,Reset:details/reset_sl-35.html | Not Schließen:details/schliessen_sl35.html,10328,,,
